chunkId	rows
87095	613
89131	613
91173	613
96624	613
98658	613
83696	614
84379	614
85065	614
89832	614
93885	614
95936	614
95939	614
101378	614
162114	614
164828	614
147180	614
153297	614
153956	614
154628	614
155993	614
160086	614
145145	615
152608	615
153279	615
158015	615
83000	615
90516	615
106792	615
162110	615
164127	615
164837	615
164844	615
174977	615
174996	615
162116	616
164802	616
166171	616
167524	616
174298	616
139714	616
145144	616
147178	616
149204	616
149216	616
153975	616
158025	616
161420	616
87784	616
89137	616
90510	616
93208	616
95256	616
99355	616
85067	617
88449	617
88459	617
88474	617
89814	617
91191	617
91195	617
94581	617
95932	617
104114	617
162104	617
166845	617
168864	617
168885	617
169561	617
180396	617
144450	617
146480	617
147172	617
148528	617
150577	617
153281	617
155990	617
156673	617
157378	617
159373	617
160054	617
160081	617
143785	618
149193	618
149196	618
149212	618
149876	618
151241	618
151933	618
152599	618
153294	618
153957	618
155988	618
156660	618
159378	618
159386	618
159405	618
160052	618
88453	618
91184	618
91867	618
93896	618
94579	618
165507	618
170249	618
162773	619
163469	619
145821	619
151926	619
151930	619
153963	619
155323	619
160731	619
160737	619
161432	619
87096	619
87776	619
91187	619
92557	619
93892	619
96619	619
97996	619
100013	619
89149	620
91174	620
93221	620
165493	620
168195	620
171600	620
172278	620
149215	620
149885	620
151227	620
151234	620
152620	620
153270	620
154621	620
154643	620
155306	620
155998	620
156659	620
160066	620
160080	620
149891	621
152615	621
153261	621
153278	621
153967	621
155310	621
155976	621
161433	621
84386	621
85066	621
99341	621
162784	621
163482	621
164830	621
167517	621
167516	622
167525	622
175666	622
147829	622
153301	622
153954	622
153984	622
157363	622
158013	622
159380	622
160762	622
83015	622
97969	622
99330	622
80985	623
82344	623
89153	623
91860	623
91863	623
93883	623
94582	623
94592	623
106791	623
162100	623
162117	623
162787	623
166840	623
167529	623
168886	623
169545	623
169551	623
139039	623
143098	623
144452	623
147160	623
149896	623
150558	623
151255	623
152591	623
153280	623
153295	623
153977	623
155985	623
156011	623
158712	623
160051	623
160767	623
144451	624
147189	624
149205	624
150563	624
151923	624
152592	624
153260	624
153283	624
155324	624
158031	624
85744	624
91868	624
92550	624
92552	624
95264	624
97313	624
162791	624
163471	624
165506	624
168188	624
168215	624
168876	624
169550	624
172268	624
163461	625
168891	625
169548	625
170931	625
148536	625
149890	625
150557	625
155991	625
159372	625
159393	625
83022	625
86424	625
87792	625
88455	625
89827	625
91197	625
91843	625
91864	625
95263	625
96622	625
97975	625
98654	625
102060	625
87102	626
91183	626
91850	626
93897	626
95944	626
166848	626
167535	626
167540	626
168212	626
169557	626
172277	626
147173	626
147844	626
153276	626
155999	626
158023	626
160053	626
147167	627
147854	627
149228	627
153265	627
153269	627
154630	627
155307	627
158702	627
160088	627
160756	627
161447	627
84383	627
89125	627
89811	627
89826	627
90487	627
90504	627
164159	627
164815	627
166839	627
168200	627
170222	628
170230	628
138357	628
141742	628
145825	628
151912	628
154662	628
155308	628
156669	628
156685	628
157365	628
161453	628
89130	628
89157	628
90486	628
93223	628
94588	628
95945	628
96635	628
97297	628
99333	628
84391	629
85750	629
89821	629
91198	629
91851	629
92531	629
94591	629
95267	629
95273	629
95941	629
96617	629
99326	629
100695	629
166179	629
142430	629
144439	629
146516	629
150591	629
152628	629
153271	629
153275	629
156014	629
157356	629
157370	629
160079	629
161429	629
161438	629
141752	630
149870	630
150571	630
151239	630
152600	630
153943	630
154666	630
156009	630
158020	630
161423	630
83706	630
85057	630
87072	630
89132	630
91189	630
93905	630
95274	630
98650	630
98657	630
99336	630
101385	630
104083	630
162098	630
162775	630
162798	630
164833	630
165500	630
165505	630
166195	630
167512	630
168204	630
169581	630
173646	630
162092	631
162793	631
163453	631
166850	631
168208	631
168211	631
168883	631
170231	631
173621	631
137002	631
140375	631
145136	631
150549	631
155300	631
155311	631
156000	631
156016	631
156701	631
158011	631
158037	631
160067	631
160738	631
160746	631
160766	631
161416	631
77568	631
81662	631
83692	631
85049	631
85742	631
86427	631
88447	631
89129	631
89809	631
96613	631
97291	631
97316	631
85711	632
87088	632
87770	632
88446	632
88476	632
89140	632
89812	632
90514	632
93911	632
93918	632
95258	632
95277	632
100021	632
143076	632
143088	632
149882	632
153955	632
154637	632
155337	632
156674	632
157334	632
157340	632
157379	632
161401	632
164123	632
166837	632
168216	632
168882	632
174306	632
176328	632
76197	632
79629	633
141067	633
143784	633
145798	633
148526	633
149892	633
150564	633
153958	633
154653	633
154654	633
155305	633
156024	633
157360	633
158727	633
160771	633
161415	633
82315	633
82319	633
90512	633
91855	633
92536	633
94589	633
94594	633
95270	633
95279	633
96634	633
97287	633
97317	633
106793	633
162084	633
162103	633
162126	633
164117	633
164835	633
165502	633
166855	633
166874	633
170242	633
170259	633
170912	633
172964	633
177686	633
164146	634
164831	634
168880	634
170228	634
171598	634
171611	634
172266	634
139684	634
143089	634
144460	634
146504	634
149878	634
150551	634
152624	634
153968	634
154624	634
156015	634
157345	634
158039	634
158694	634
159371	634
159421	634
160058	634
76206	634
86433	634
88471	634
91170	634
92548	634
93893	634
96614	634
84373	635
85729	635
87774	635
91192	635
91852	635
92529	635
96632	635
97300	635
99329	635
102754	635
145802	635
145813	635
147845	635
148525	635
152601	635
153296	635
153305	635
153970	635
155304	635
156662	635
157362	635
157381	635
160077	635
160750	635
162763	635
165501	635
166866	635
169585	635
170247	635
172968	635
179754	635
162105	636
162119	636
162786	636
163446	636
163467	636
163481	636
166836	636
167526	636
170238	636
170919	636
171589	636
179714	636
140393	636
142418	636
142421	636
145816	636
147146	636
147166	636
147179	636
149875	636
150540	636
150575	636
151216	636
152574	636
153272	636
155303	636
155320	636
156025	636
157361	636
159398	636
160741	636
160754	636
160757	636
80302	636
80979	636
83024	636
87098	636
89833	636
94578	636
95937	636
95950	636
96611	636
96627	636
97998	636
78926	636
140380	637
148518	637
151918	637
155298	637
158690	637
159399	637
160055	637
160073	637
162112	637
162797	637
164122	637
164807	637
165504	637
165519	637
167531	637
168213	637
168871	637
170241	637
172962	637
80300	637
84382	637
85062	637
87780	637
88458	637
90502	637
91858	637
91862	637
91875	637
93909	637
94586	637
95958	637
96616	637
97981	637
101384	637
104781	637
83698	638
88460	638
89145	638
89818	638
91854	638
91859	638
92541	638
92543	638
93219	638
94568	638
97304	638
136323	638
137680	638
141048	638
143108	638
143109	638
151237	638
151246	638
151265	638
152588	638
153289	638
153947	638
154632	638
156004	638
156654	638
157369	638
159382	638
76904	638
162783	638
164142	638
166857	638
168190	638
168214	638
170901	638
170920	638
172956	638
172960	638
174979	638
162757	639
164809	639
164812	639
164832	639
165497	639
166157	639
168203	639
168205	639
170235	639
172263	639
172294	639
141047	639
141738	639
142424	639
143791	639
147200	639
149220	639
150561	639
153946	639
156007	639
156668	639
156675	639
156691	639
158036	639
158693	639
158729	639
159395	639
82328	639
86415	639
89147	639
89810	639
91841	639
97294	639
97988	639
98662	639
104103	639
83677	640
87769	640
88456	640
89123	640
90483	640
90505	640
92562	640
93218	640
97977	640
102055	640
102058	640
102750	640
149894	640
150568	640
151256	640
151931	640
153950	640
155975	640
156012	640
157375	640
158715	640
158725	640
161408	640
165514	640
166185	640
168202	640
168867	640
168901	640
170922	640
181080	640
76884	640
140377	641
143779	641
143787	641
145132	641
147163	641
147177	641
147182	641
147858	641
147859	641
149883	641
152597	641
153971	641
155299	641
155332	641
156018	641
156023	641
156652	641
157332	641
157333	641
158042	641
159406	641
83709	641
85059	641
87115	641
91866	641
93213	641
95269	641
95952	641
96608	641
97298	641
98680	641
99337	641
104783	641
106113	641
112922	641
162115	641
162772	641
166196	641
166197	641
168198	641
172270	641
173616	641
181079	641
162789	642
163462	642
164824	642
164838	642
165490	642
166861	642
166873	642
168893	642
169580	642
170225	642
171585	642
174989	642
129971	642
140369	642
143087	642
144443	642
144458	642
144462	642
145131	642
149200	642
151898	642
153941	642
154658	642
156682	642
156693	642
157337	642
160743	642
161439	642
83694	642
83700	642
85051	642
90520	642
93226	642
93894	642
94590	642
95262	642
100024	642
100683	642
102059	642
105465	642
105469	642
107472	642
81660	643
82356	643
84384	643
85052	643
86418	643
88473	643
89819	643
91196	643
93230	643
94563	643
94584	643
97301	643
97974	643
108155	643
162760	643
165498	643
166152	643
166159	643
166168	643
166190	643
167519	643
170256	643
170258	643
171604	643
174332	643
176330	643
178394	643
139029	643
147152	643
149213	643
149218	643
149889	643
150560	643
151264	643
153267	643
154636	643
155345	643
156680	643
158041	643
158046	643
159409	643
160085	643
134964	644
141074	644
145148	644
147833	644
149192	644
151230	644
151232	644
151244	644
153266	644
154620	644
154622	644
154639	644
154650	644
155338	644
156689	644
157347	644
158047	644
158061	644
158704	644
159407	644
160057	644
81641	644
83711	644
85739	644
87101	644
87103	644
88461	644
89836	644
91175	644
92530	644
92540	644
93214	644
97302	644
97978	644
98676	644
99334	644
99356	644
100699	644
162779	644
166847	644
167532	644
168207	644
168890	644
168892	644
169563	644
170925	644
172284	644
162121	645
162770	645
163449	645
163450	645
163452	645
163486	645
169559	645
170924	645
173635	645
147159	645
147170	645
147196	645
147841	645
148529	645
149898	645
151243	645
151269	645
151945	645
152581	645
152595	645
153293	645
153989	645
155339	645
158701	645
160726	645
83030	645
83705	645
85724	645
85737	645
86431	645
89148	645
90500	645
92521	645
92526	645
94603	645
95268	645
95935	645
98660	645
108203	645
80969	646
80980	646
83020	646
84354	646
85060	646
87111	646
90492	646
91168	646
92527	646
93910	646
94559	646
98652	646
103415	646
103416	646
104089	646
104879	646
162129	646
163445	646
163488	646
164133	646
164158	646
164810	646
165485	646
165486	646
165491	646
169565	646
172280	646
172289	646
173644	646
178367	646
138334	646
138359	646
139716	646
145121	646
145817	646
148516	646
149210	646
149871	646
149899	646
150593	646
151236	646
151907	646
151949	646
152583	646
153302	646
153948	646
155312	646
156017	646
158059	646
158700	646
160730	646
160745	646
160774	646
161421	646
139686	647
145137	647
146501	647
147176	647
150539	647
152612	647
155348	647
157335	647
158051	647
158695	647
158723	647
158743	647
160078	647
82341	647
85050	647
87089	647
87773	647
87795	647
89135	647
93884	647
94597	647
97289	647
97299	647
100028	647
102740	647
106114	647
107510	647
162771	647
163477	647
164147	647
166860	647
168222	647
169579	647
170237	647
172947	647
172954	647
173620	647
173622	647
173642	647
174990	647
174995	647
162766	648
165518	648
166867	648
166870	648
167518	648
170908	648
171593	648
172282	648
172290	648
149879	648
150585	648
151929	648
155321	648
155984	648
157342	648
158014	648
158021	648
158040	648
160100	648
161412	648
161446	648
77556	648
86414	648
90497	648
92533	648
93227	648
93906	648
94585	648
95261	648
97968	648
98645	648
98651	648
100690	648
101371	648
81663	649
85731	649
86421	649
89126	649
89804	649
89807	649
90508	649
91164	649
97288	649
98646	649
98673	649
99349	649
104780	649
136321	649
142429	649
143780	649
145819	649
146499	649
146502	649
147164	649
147171	649
147847	649
151262	649
151924	649
152625	649
160098	649
160759	649
162125	649
163448	649
164836	649
166186	649
169568	649
170251	649
170905	649
179713	649
78255	649
142397	650
145126	650
146514	650
147819	650
150566	650
153274	650
154667	650
155314	650
157387	650
158064	650
158691	650
158713	650
160095	650
82343	650
87796	650
89152	650
90478	650
91169	650
94572	650
97973	650
98671	650
99327	650
101373	650
102071	650
164166	650
165476	650
165488	650
166844	650
166856	650
168191	650
172264	650
173645	650
174997	650
175673	650
175689	650
177681	650
178370	650
164806	651
164843	651
165475	651
165515	651
166165	651
168187	651
169549	651
170239	651
143107	651
143768	651
144454	651
145140	651
146498	651
147839	651
147848	651
147850	651
149886	651
151275	651
151906	651
151948	651
151955	651
153949	651
153951	651
153980	651
158017	651
158022	651
158720	651
158721	651
161444	651
75510	651
79623	651
79631	651
82336	651
83021	651
87777	651
87781	651
87782	651
88448	651
89155	651
90515	651
90519	651
91165	651
91167	651
92544	651
95931	651
96625	651
97290	651
97972	651
97982	651
100019	651
81634	652
84381	652
86432	652
87097	652
87772	652
89151	652
89813	652
90489	652
91155	652
95255	652
95949	652
95962	652
97306	652
97310	652
100004	652
104779	652
145143	652
145789	652
147849	652
147862	652
148513	652
149880	652
149912	652
151904	652
154619	652
154652	652
155987	652
160083	652
160735	652
163455	652
163463	652
164128	652
166160	652
166199	652
166849	652
168862	652
169554	652
170910	652
172267	652
173640	652
174330	652
174982	652
175001	652
178382	652
164793	653
164803	653
164805	653
165516	653
166180	653
169546	653
169575	653
170917	653
170923	653
171578	653
171596	653
171597	653
173625	653
174317	653
175655	653
143105	653
143106	653
143781	653
145843	653
146505	653
147836	653
147863	653
148549	653
148554	653
151899	653
154611	653
154634	653
158735	653
159429	653
160074	653
160753	653
161417	653
81659	653
82335	653
84374	653
86422	653
87099	653
87110	653
88472	653
91176	653
91194	653
91880	653
93900	653
93916	653
97315	653
99339	653
99357	653
100033	653
100692	653
101374	653
101380	653
102052	653
76886	653
77566	653
76883	654
133566	654
139701	654
140367	654
141749	654
142407	654
143778	654
145815	654
147161	654
147873	654
151934	654
151950	654
155974	654
156694	654
160084	654
163443	654
163468	654
163473	654
164130	654
166156	654
166176	654
166838	654
176331	654
177008	654
179053	654
80981	654
84390	654
89824	654
91162	654
93907	654
95257	654
95942	654
97318	654
97979	654
101367	654
104104	654
108159	654
82340	655
86428	655
87767	655
87802	655
89146	655
89154	655
89806	655
89808	655
91201	655
92534	655
93899	655
96633	655
97987	655
98659	655
98674	655
100020	655
106834	655
110198	655
137000	655
149197	655
149230	655
149874	655
150559	655
150565	655
151235	655
151245	655
153257	655
153979	655
159387	655
160096	655
160776	655
74168	655
76885	655
162804	655
164165	655
164817	655
164841	655
165520	655
168186	655
168224	655
168868	655
169584	655
170226	655
172963	655
175012	655
177727	655
162101	656
163444	656
164145	656
164155	656
165503	656
168887	656
170252	656
173651	656
178366	656
179041	656
137679	656
139003	656
141761	656
143092	656
145801	656
146483	656
147831	656
148521	656
150587	656
152610	656
153264	656
156683	656
160775	656
82349	656
83693	656
85072	656
85740	656
86417	656
87080	656
87100	656
87788	656
89127	656
89133	656
92545	656
93913	656
95260	656
95271	656
97280	656
98665	656
101407	656
74176	656
75536	656
132901	657
136322	657
139020	657
144445	657
146494	657
147154	657
147184	657
149888	657
150547	657
151222	657
152598	657
153254	657
153976	657
155336	657
155346	657
156653	657
157366	657
157373	657
158030	657
160056	657
160721	657
160749	657
160758	657
160760	657
162082	657
162094	657
164154	657
164798	657
165472	657
166833	657
168199	657
169543	657
169556	657
169577	657
173611	657
176354	657
177002	657
179042	657
179733	657
183808	657
82323	657
85069	657
85732	657
87091	657
88467	657
89128	657
91182	657
93232	657
94576	657
94596	657
96615	657
97292	657
97305	657
97980	657
97991	657
99360	657
100015	657
100035	657
102722	657
103448	657
110196	657
110869	657
80308	658
81645	658
82330	658
83018	658
83019	658
84389	658
87094	658
89138	658
90490	658
91872	658
93209	658
93237	658
93922	658
94575	658
94602	658
95249	658
96603	658
96643	658
99353	658
99359	658
100009	658
100030	658
111553	658
112240	658
137678	658
140357	658
143100	658
143763	658
145133	658
148540	658
148553	658
149194	658
151953	658
152627	658
153262	658
153288	658
153299	658
153969	658
153978	658
154638	658
156705	658
157344	658
159404	658
159412	658
160091	658
74852	658
74860	658
76888	658
78219	658
78241	658
163484	658
164120	658
165481	658
165482	658
170254	658
170930	658
172288	658
175671	658
177687	658
185167	658
164795	659
165480	659
166167	659
166191	659
166832	659
171587	659
171590	659
171603	659
171622	659
172286	659
172945	659
173643	659
174294	659
174307	659
176350	659
142405	659
143104	659
144471	659
145835	659
147158	659
151896	659
151919	659
154655	659
156030	659
158019	659
161413	659
82309	659
82347	659
83003	659
84388	659
87090	659
88442	659
88452	659
91845	659
91873	659
92546	659
94569	659
96607	659
98647	659
102739	659
103429	659
105452	659
108876	659
76209	659
78925	659
140382	660
141718	660
141741	660
143120	660
147183	660
150602	660
151266	660
151944	660
154651	660
157374	660
161440	660
162091	660
164161	660
164826	660
168223	660
168866	660
168879	660
169553	660
169567	660
169582	660
170244	660
170263	660
170936	660
171586	660
172276	660
172939	660
174318	660
175675	660
176337	660
177013	660
180395	660
182458	660
80289	660
80295	660
80987	660
83697	660
84357	660
85721	660
86420	660
89156	660
90491	660
90507	660
92532	660
92539	660
93895	660
95265	660
95272	660
96610	660
98677	660
99340	660
100014	660
100037	660
108839	660
80284	661
80954	661
83001	661
83014	661
83031	661
85748	661
86429	661
86430	661
89805	661
89839	661
91179	661
91190	661
94601	661
96621	661
97293	661
97976	661
97983	661
100705	661
100715	661
102077	661
102082	661
106142	661
134963	661
136998	661
139708	661
141729	661
141750	661
146493	661
147168	661
148527	661
149198	661
149234	661
149884	661
151240	661
151910	661
152577	661
152635	661
154663	661
155301	661
157355	661
158018	661
158737	661
159362	661
160717	661
74847	661
76218	661
78239	661
78248	661
162781	661
164794	661
167508	661
167533	661
169573	661
170914	661
170934	661
172961	661
174324	661
174967	661
178383	661
180413	661
162788	662
162790	662
166875	662
168192	662
168902	662
169560	662
170935	662
171575	662
171582	662
172265	662
172982	662
177028	662
179735	662
139695	662
142417	662
144463	662
145791	662
145806	662
147162	662
149868	662
149895	662
150594	662
152585	662
152605	662
155343	662
156022	662
156650	662
160094	662
82312	662
83023	662
83679	662
85063	662
89134	662
90499	662
90513	662
91153	662
94580	662
95282	662
95953	662
96638	662
98649	662
98655	662
99332	662
99338	662
100025	662
101389	662
105459	662
109511	662
114289	662
76215	662
76879	662
77567	663
78921	663
139016	663
143090	663
143786	663
144453	663
148499	663
148524	663
148546	663
149190	663
149903	663
149910	663
151935	663
152590	663
153268	663
153983	663
156028	663
156700	663
161454	663
162095	663
162795	663
163480	663
164813	663
165511	663
166155	663
166181	663
166876	663
170221	663
170915	663
171580	663
176333	663
176338	663
178399	663
179034	663
80992	663
81637	663
83703	663
83704	663
84387	663
86412	663
87087	663
87758	663
87791	663
89141	663
90495	663
90521	663
93229	663
93901	663
94566	663
94570	663
97279	663
99335	663
100701	663
100706	663
100710	663
100713	663
82338	664
84378	664
85058	664
85716	664
86401	664
86403	664
87778	664
91844	664
91870	664
94587	664
95250	664
96623	664
97967	664
97990	664
102045	664
103427	664
103433	664
106832	664
113602	664
114276	664
141755	664
142409	664
143111	664
143131	664
144468	664
145134	664
145138	664
145156	664
145163	664
145824	664
146486	664
147837	664
148515	664
148533	664
148541	664
148547	664
149231	664
153935	664
155327	664
155978	664
158716	664
158740	664
76874	664
78245	664
78913	664
79624	664
162106	664
162107	664
163466	664
164799	664
166828	664
167534	664
167539	664
168872	664
168906	664
171583	664
171594	664
171602	664
172944	664
177007	664
177009	664
162124	665
163474	665
163475	665
165510	665
165513	665
165521	665
170233	665
174987	665
179057	665
136999	665
141061	665
143756	665
145122	665
145804	665
147149	665
148510	665
148552	665
149199	665
149858	665
149911	665
150582	665
150583	665
151961	665
153259	665
153311	665
155328	665
156692	665
156702	665
157367	665
159370	665
160047	665
160733	665
161450	665
80305	665
80963	665
83676	665
85035	665
85733	665
85736	665
90473	665
93908	665
95948	665
97296	665
101370	665
101410	665
108158	665
113605	665
114278	665
75543	665
74175	666
77559	666
78258	666
78927	666
139711	666
141075	666
141088	666
141751	666
145130	666
146470	666
151905	666
152619	666
153952	666
153986	666
154669	666
158048	666
160042	666
162131	666
162132	666
162803	666
164126	666
165495	666
166164	666
166859	666
167544	666
169564	666
170236	666
172255	666
172975	666
172978	666
173617	666
173626	666
174322	666
179717	666
82350	666
85720	666
86426	666
87085	666
87785	666
87794	666
88463	666
90485	666
90503	666
91876	666
95926	666
98643	666
103402	666
104800	666
80311	667
80950	667
82342	667
82348	667
86413	667
86419	667
86434	667
89817	667
91193	667
93224	667
93882	667
94560	667
95957	667
96620	667
98661	667
100016	667
100694	667
100726	667
102732	667
102738	667
103410	667
104097	667
105474	667
109557	667
121771	667
129291	667
140366	667
143762	667
143771	667
145814	667
149221	667
150600	667
151268	667
151902	667
152596	667
152616	667
156657	667
156690	667
157383	667
159397	667
159417	667
160093	667
77577	667
162102	667
162113	667
164144	667
165467	667
165487	667
166851	667
167527	667
168221	667
170900	667
170903	667
170939	667
171595	667
173639	667
175003	667
175661	667
177019	667
178363	667
162799	668
164162	668
166846	668
168875	668
170245	668
175000	668
175660	668
177048	668
180406	668
183137	668
142433	668
145820	668
147843	668
147868	668
149189	668
151938	668
155297	668
156008	668
158055	668
158734	668
160736	668
160765	668
160772	668
161437	668
80976	668
84377	668
85055	668
97321	668
97326	668
97986	668
99351	668
100002	668
101405	668
102053	668
76882	668
78903	669
78917	669
79611	669
141046	669
141737	669
141745	669
144449	669
145803	669
145811	669
147175	669
147197	669
147869	669
153304	669
154647	669
155979	669
156661	669
157331	669
157336	669
158056	669
161452	669
163436	669
164116	669
164148	669
167511	669
167537	669
168889	669
169538	669
169578	669
172300	669
172969	669
174994	669
176344	669
176349	669
176351	669
177708	669
179051	669
183113	669
185171	669
81642	669
84364	669
85061	669
88466	669
91853	669
91874	669
94573	669
95245	669
95930	669
98005	669
100697	669
101375	669
101398	669
104778	669
105461	669
105466	669
107507	669
108833	669
109516	669
81609	670
83678	670
87107	670
87750	670
87789	670
88465	670
89831	670
93236	670
94593	670
95276	670
95959	670
98004	670
100031	670
100049	670
101369	670
102044	670
102757	670
103444	670
105435	670
105479	670
105484	670
106831	670
108151	670
108842	670
139707	670
140391	670
141071	670
141730	670
142398	670
142404	670
143773	670
143790	670
145115	670
146490	670
147174	670
151942	670
151947	670
151957	670
152578	670
153944	670
153945	670
155292	670
155973	670
156709	670
158058	670
76881	670
78235	670
164855	670
166194	670
170248	670
171620	670
173623	670
179044	670
179050	670
183140	670
162085	671
162785	671
163438	671
164152	671
164157	671
165484	671
166163	671
166862	671
167523	671
168908	671
170224	671
171609	671
173632	671
174316	671
174998	671
175006	671
181078	671
181776	671
182452	671
138336	671
140389	671
141059	671
142414	671
142432	671
143096	671
145807	671
145812	671
147851	671
149178	671
150581	671
154648	671
155294	671
155333	671
157380	671
158066	671
158730	671
158742	671
160718	671
161435	671
80282	671
80983	671
81674	671
82322	671
83683	671
84352	671
86425	671
88462	671
88479	671
89823	671
90493	671
91185	671
93234	671
93917	671
93920	671
98666	671
99358	671
101390	671
102012	671
102061	671
103408	671
103420	671
104110	671
104793	671
106790	671
106844	671
109517	671
111566	671
75525	671
78918	671
78924	671
75532	672
135641	672
139021	672
141072	672
142437	672
143091	672
143101	672
143129	672
144442	672
147151	672
147194	672
147861	672
147870	672
147878	672
148530	672
149881	672
152584	672
153290	672
155296	672
157388	672
158016	672
158689	672
161448	672
165466	672
165509	672
166829	672
166853	672
168193	672
169570	672
171606	672
171615	672
174978	672
174980	672
177679	672
177682	672
177698	672
179059	672
179732	672
185839	672
80281	672
82997	672
83029	672
84376	672
84380	672
85053	672
87070	672
88468	672
90501	672
92535	672
93204	672
93238	672
99342	672
100023	672
100036	672
100717	672
101377	672
101400	672
102062	672
102074	672
102743	672
102751	672
104081	672
104101	672
106111	672
106127	672
106841	672
107471	672
107482	672
108153	672
111556	672
117004	672
83699	673
85070	673
85730	673
85743	673
89150	673
90498	673
90506	673
91161	673
91172	673
91856	673
93206	673
93912	673
98672	673
98685	673
100011	673
100012	673
100688	673
100693	673
104792	673
108194	673
132912	673
136318	673
136320	673
141754	673
145119	673
145135	673
145141	673
145147	673
145153	673
145799	673
146518	673
149225	673
149904	673
149909	673
152580	673
152617	673
154665	673
155309	673
159415	673
160725	673
160768	673
70765	673
162081	673
163447	673
164131	673
167528	673
168888	673
169566	673
169571	673
169589	673
170227	673
171592	673
172279	673
172941	673
172967	673
173624	673
174971	673
176332	673
176998	673
177021	673
177692	673
179046	673
179074	673
163496	674
167548	674
168894	674
172271	674
180394	674
134281	674
137681	674
139036	674
139698	674
139699	674
139718	674
141726	674
142395	674
143075	674
145109	674
145800	674
145805	674
146481	674
146517	674
147828	674
147846	674
148498	674
148531	674
155972	674
156699	674
157371	674
157385	674
158010	674
158736	674
160082	674
160724	674
80276	674
80962	674
81635	674
92556	674
93200	674
93207	674
93902	674
93914	674
